Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,eta average core count,Geary autocorrelation of lag 1 weighted by polarizability,molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 1 of Burden matrix weighted by mass,largest eigenvalue n. 1 of Burden matrix weighted by polarizability,largest eigenvalue n. 2 of Burden matrix weighted by mass,Wiener-like index from detour matrix (detour index),valence connectivity index of order 4,AntagonistClass
e2210,0.809,0.455,1.403,0,0.349,3.908,3.491,3.23,125,0.481,inactive
e2212,2.867,0.441,1.374,0,0.279,3.651,3.596,3.301,102,0.461,inactive
e2213,18.479,0.467,1.437,4.801,0.323,3.905,3.858,3.61,1376,1.91,inactive
e2214,6.178,0.452,1.335,0,0.305,3.735,3.677,3.39,168,0.688,inactive
e2215,133.22,0.454,1.257,6.968,0.396,4.093,4.099,3.885,35539,13.369,inactive
e2218,10.744,0.478,0.956,3.876,0.298,3.991,3.833,3.539,404,0.902,inactive
e2219,40.102,0.471,1.306,5.352,0.294,4.715,3.936,3.893,5014,4.052,inactive
e2220,2.814,0.417,1.424,0,0.398,3.811,3.68,3.226,285,1.148,inactive
e3366,6.176,0.491,1.653,1.099,0.297,3.835,3.783,3.417,258,2.259,inactive
e2223,0.516,0.5,0.872,0,0.327,3.98,3.873,3.338,210,0.911,inactive
e2226,19.016,0.444,1.203,4.693,0.35,3.868,3.86,3.772,1594,2.161,inactive
e2230,41.474,0.481,1.115,6.49,0.33,3.955,3.941,3.902,5238,4.509,inactive
e2232,0,0.413,1.423,0,0.2,3.491,3.302,2.691,18,0,inactive
e2233,0,0.437,1.056,0,0.289,3.766,3.584,3.058,162,0.552,inactive
e2234,4.671,0.439,1.512,3.829,0.318,3.906,3.635,3.537,387,1.221,inactive
e2235,28.65,0.491,1.109,6.631,0.327,4.021,4.03,3.784,2188,3.354,inactive
e2238,38.922,0.485,1.13,6.757,0.361,4.049,4.066,3.855,6312,7.5,inactive
e2239,13.378,0.468,1.307,5.651,0.308,4.736,4.064,3.809,1249,2.516,inactive
e2240,72.315,0.467,1.427,5.574,0.328,3.922,3.906,3.796,6662,4.39,inactive
e2241,36.55,0.499,0.998,7.733,0.333,4.174,4.024,3.969,3477,3.518,inactive
e2242,21.401,0.497,0.92,7.126,0.351,4.071,3.999,3.855,2763,3.712,inactive
e2243,55.035,0.545,0.65,7.677,0.362,6.885,4.041,4.219,2710,4.449,antagonist
e2244,38.876,0.484,1.091,6.315,0.308,4.026,3.951,3.839,2932,3.632,inactive
e2245,14.117,0.483,0.936,5.825,0.338,4.016,3.869,3.783,914,1.967,inactive
e2246,16.615,0.504,1.064,4.577,0.294,4.223,3.93,3.828,1013,2.898,inactive
e2248,35.005,0.464,1.161,6.754,0.36,4.079,3.996,3.922,6017,4.977,inactive
e2249,31.866,0.465,1.194,6.578,0.341,4.078,3.995,3.905,5309,4.131,inactive
e2250,149.12,0.558,0.519,6.114,0.357,10.702,4.214,10.692,3462,7.171,inactive
e2251,6.704,0.471,1.124,4.949,0.379,3.955,3.927,3.666,618,2.012,inactive
e2252,25.347,0.475,1.097,5.4,0.332,3.937,3.931,3.879,2863,3.542,inactive
e3370,5.906,0.491,1.338,3.169,0.303,3.905,3.844,3.423,278,1.258,inactive
e2254,24.588,0.487,1.334,6.939,0.332,4.721,4.087,4.098,2340,4.065,inactive
e2257,36.113,0.482,0.961,6.498,0.324,4.265,4.001,3.934,2908,4.525,inactive
e2258,93.998,0.461,1.764,5.905,0.281,4.324,3.776,4.276,9996,6.772,inactive
e2259,27.59,0.478,1.406,5.281,0.359,4.741,4.108,3.839,2128,3.979,inactive
e2262,6.34,0.481,0.962,7.333,0.359,4.084,4.055,3.705,1531,3.166,inactive
e2263,15.408,0.493,0.8,7.786,0.329,4.071,4.02,3.966,3306,2.872,inactive
e2264,46.774,0.461,1.274,5.565,0.336,3.928,3.898,3.85,5332,4.502,inactive
e2265,18.869,0.492,0.769,7.048,0.352,4.139,4.013,3.791,2528,3.495,inactive
e2268,9.205,0.465,1.172,4.594,0.323,3.902,3.89,3.572,690,1.332,inactive
e2273,0,0.476,1.989,0,0.195,4.707,3.886,3.199,46,0.642,inactive
e2274,10.647,0.479,1.223,4.99,0.267,3.858,3.87,3.611,707,1.172,inactive
e2275,0,0.476,1.164,0,0.274,3.752,3.744,2.943,90,0.692,inactive
e2276,15.449,0.571,0.835,3.726,0.315,4.841,4.227,3.825,448,5.66,inactive
e2277,0,0.65,1.509,0,0,4.136,4.555,2.499,16,0,inactive
e2278,16.747,0.48,1.602,2.303,0.254,3.683,3.719,3.583,790,2.036,inactive
e2280,0,0.514,1.432,0,0.302,3.802,3.554,3.457,72,0.898,inactive
e2281,2.203,0.455,1.237,4.861,0.356,4.036,3.86,3.304,388,0.948,inactive
e2282,6.169,0.433,0.798,0,0.324,3.936,3.897,3.356,552,0.998,inactive
e2283,0,0.604,0.638,0,0.301,6.88,3.859,3.793,124,0.941,inactive
e2285,2.301,0.436,0.717,5.636,0.352,4.009,3.916,3.64,838,1.28,inactive
e2286,0,0.467,1.62,0,0.2,3.552,3.543,2.764,18,0,inactive
e2287,0,0.51,1.02,0,0.2,3.812,3.455,3.135,18,0,inactive
e2288,0,0.444,1.56,0,0.4,3.696,3.68,2.995,88,0.485,inactive
e2290,1.02,0.5,1.309,0,0.267,3.759,3.506,3.365,50,0.376,inactive
e2291,13.425,0.593,0.701,0,0.308,6.88,3.888,3.768,162,0.984,inactive
e2292,0.678,0.45,0.892,0,0.266,3.892,3.547,3.313,96,0.373,inactive
e2293,0.499,0.488,1.028,0,0.301,3.816,3.78,3.192,124,0.497,inactive
e2294,1.966,0.486,1.592,0,0.219,3.577,3.619,3.254,56,0.571,inactive
e2296,0,0.526,0.609,0,0.335,4.115,3.876,3.443,209,0.892,inactive
e2297,0,0.467,1.62,0,0.2,3.553,3.513,2.872,18,0,inactive
e2298,14.394,0.565,0.839,0,0.301,4.15,3.694,3.801,224,2.033,inactive
e2299,1.752,0.467,0.83,7.304,0.37,4.094,4.075,3.418,1098,1.875,inactive
e2300,13.974,0.48,1.541,1.946,0.236,3.654,3.669,3.549,560,1.621,inactive
e2301,0,0.444,1.649,0,0.281,3.553,3.543,2.826,31,0.058,inactive
e2302,6.207,0.481,0.817,6.589,0.312,4.044,4.055,3.502,728,1.634,inactive
e2303,0,0.527,0.473,0,0.267,4.06,3.41,3.103,29,0,inactive
e2307,0,0.476,1.58,0,0.286,3.694,3.681,3.027,42,0,inactive
e2308,29.218,0.472,1.384,5.268,0.311,3.918,3.883,3.656,2098,2.395,antagonist
e2309,0,0.429,2.505,0,0.321,3.477,3.222,2.912,48,0.289,inactive
e2310,0.591,0.458,1.6,0,0.301,3.698,3.642,3.116,124,0.685,inactive
e2311,0,0.516,1.53,0,0.195,3.839,3.605,3.498,46,0.85,inactive
e2313,4.908,0.467,1.029,3.841,0.263,3.831,3.822,3.476,270,0.682,inactive
e2318,0,0.513,0.708,0,0.322,4.004,3.868,3.415,162,0.792,inactive
e2319,0,0.489,1.567,0,0.167,3.724,3.746,3.35,88,1.367,inactive
e2320,8.968,0.473,1.118,6.99,0.332,4.724,4.116,3.987,951,2.014,inactive
e2321,0,0.5,0.582,0,0.321,4.275,3.44,3.186,58,0,inactive
e2323,6.457,0.47,1.525,0,0.209,3.728,3.752,3.455,170,1.416,inactive
e2324,2.669,0.485,0.799,7.233,0.35,4.17,4.121,3.576,815,1.701,inactive
e2325,19.49,0.536,1.415,0,0.277,4.309,4.108,3.405,343,6.557,inactive
e2326,0,0.483,1.263,0,0.214,3.583,3.588,3.14,35,0.171,inactive
e2329,14.499,0.494,1.336,4.539,0.318,4.736,4.071,3.734,872,3.53,antagonist
e2330,29.162,0.536,1.491,4.931,0.363,4.441,3.937,4.17,948,2.663,antagonist
e2331,0,0.472,1.24,0,0.2,3.601,3.584,2.828,28,0,inactive
e2332,1.024,0.485,0.972,4.577,0.342,3.927,3.939,3.371,426,1.728,inactive
e2333,5.814,0.45,1.904,0.693,0.229,3.547,3.476,3.377,165,0.531,inactive
e2334,32.686,0.533,1.889,0,0.305,4.142,4.36,3.735,320,4.255,inactive
e2335,2.436,0.433,1.557,0,0.203,3.597,3.389,3.328,74,0.176,inactive
e2337,5.667,0.593,0.701,0,0.284,6.88,3.865,3.825,166,1.212,inactive
e2339,3.509,0.433,1.851,0,0.222,3.616,3.418,3.381,135,0.491,inactive
e2340,12.125,0.481,1.648,1.946,0.267,3.691,3.695,3.555,417,1.457,inactive
e2341,15.051,0.5,1.294,3.774,0.264,3.847,3.873,3.63,910,2.284,inactive
e2343,2.671,0.459,1.566,0,0.294,3.937,3.778,3.264,148,0.815,inactive
e2346,0.316,0.542,0.948,0,0.301,3.895,3.857,3.527,124,0.794,inactive
e2348,0,0.529,0.973,0,0.304,4.077,3.701,3.534,86,0.982,inactive
e2349,8.342,0.485,1.474,0,0.234,3.696,3.723,3.508,184,0.974,inactive
e2350,0,0.411,1.615,0,0.214,3.481,3.179,3.094,35,0.068,inactive
e2354,2.907,0.5,1.15,0,0.324,3.874,3.897,3.313,209,1.011,inactive
e2355,0,0.571,0.909,0,0.281,3.96,3.577,3.443,31,0.327,inactive
e2356,0,0.472,1.396,0,0.202,3.62,3.619,2.999,32,0.136,inactive
e2357,4.809,0.469,1.04,5.03,0.297,3.858,3.829,3.786,807,1.19,inactive
e2358,0,0.571,0.917,0,0.267,6.88,3.435,3.456,50,0.361,inactive
e2360,7.036,0.5,0.746,8.773,0.373,4.225,4.234,3.683,1780,2.881,inactive
e2362,0.941,0.5,1,0,0.303,3.856,3.877,3.326,160,0.723,inactive
e2363,2.436,0.438,1.709,0,0.247,3.639,3.517,3.215,71,0.275,inactive
e3373,5.931,0.491,1.338,3.056,0.283,3.9,3.844,3.433,274,1.249,inactive
e2366,0,0.476,1.467,0,0.277,3.824,3.797,3.312,250,2.268,inactive
e2367,1.612,0.439,0.767,0,0.332,3.882,3.838,3.277,258,0.656,inactive
e2368,16.268,0.513,0.741,6.87,0.329,4.099,3.859,4.066,2448,2.591,inactive
e2371,9.682,0.464,1.268,4.588,0.341,3.941,3.881,3.426,674,1.468,inactive
e2372,11.549,0.476,1.546,2.079,0.248,3.67,3.679,3.525,423,1.274,inactive
e2373,4.009,0.469,0.823,6.711,0.351,4.092,4.06,3.609,726,1.606,inactive
e2374,2.992,0.485,1.222,0,0.332,3.829,3.845,3.414,258,1.418,inactive
e2375,5.52,0.489,1.675,0,0.204,3.632,3.633,3.428,108,0.661,inactive
e2376,14.479,0.458,1.674,2.303,0.273,3.681,3.688,3.574,632,1.45,inactive
e2377,5.536,0.45,1.867,0,0.25,3.61,3.486,3.332,150,0.533,inactive
e2378,8.675,0.476,1.503,0,0.285,3.821,3.841,3.518,457,2.281,inactive
e2379,21.871,0.571,0.469,6.609,0.381,4.254,3.992,4.123,1057,2.742,inactive
e2380,3.525,0.463,1.58,0,0.249,3.629,3.573,3.408,104,0.308,inactive
e2381,0.517,0.473,0.92,0,0.327,3.884,3.88,3.26,210,0.849,inactive
e2382,0,1.125,0.667,0,0,7.252,3.477,6.652,9,0,inactive
e2384,0,0.543,1.189,0,0,3.88,3.591,2.75,16,0,inactive
e2385,0,0.5,1.11,0,0.202,3.753,3.496,3.299,32,0.287,inactive
e2386,5.965,0.5,1.5,1.099,0.229,3.637,3.688,3.455,165,1.069,inactive
e2387,3.099,0.442,0.958,5.633,0.375,4.032,3.94,3.67,769,1.463,inactive
e2391,0,0.607,0.718,0,0,4.031,3.386,2.951,9,0,inactive
e2394,1.749,0.448,1.694,0,0.219,3.527,3.453,3.202,56,0.306,inactive
e2395,0,0.456,1.713,0,0.214,3.518,3.443,3.068,35,0.148,inactive
e2396,10.303,0.442,1.153,4.577,0.287,3.843,3.847,3.698,1010,1.282,inactive
e2398,0,0.675,0.463,0,0.2,10.696,3.825,3.369,18,0,inactive
e2399,0,0.488,0.917,0,0.284,3.847,3.852,3.029,123,0.67,inactive
e2400,0.293,0.489,0.92,0,0.284,3.842,3.858,3.316,166,0.687,inactive
e2401,2.637,0.473,1.051,0,0.322,3.858,3.849,3.346,205,0.734,inactive
e2402,0.856,0.5,1.303,2.565,0.326,3.841,3.882,3.354,345,2.858,inactive
e2404,1.457,0.515,0.925,0,0.226,3.894,3.62,3.409,120,1.013,inactive
e2405,0,0.452,1.824,0,0.195,4.707,3.902,3.118,46,0.346,inactive
e2406,0,0.459,0.918,0,0.303,3.835,3.777,3.233,160,0.516,inactive
e2410,26.022,0.548,1.323,1.099,0.282,4.612,3.976,3.861,356,5.34,inactive
e2411,5.237,0.452,2.004,0,0.216,3.567,3.47,3.33,114,0.414,inactive
e2415,13.589,0.489,1.539,2.197,0.23,3.747,3.736,3.622,574,2.026,inactive
e2416,17.259,0.473,1.316,5.512,0.329,4.743,4.063,3.876,1900,2.999,inactive
e2417,20.376,0.592,0.488,0,0.307,4.313,3.911,4.23,437,1.604,inactive
e2420,0,0.456,1.821,0,0.281,3.518,3.438,3.04,31,0.224,inactive
e2422,0,0.527,0.788,0,0.301,3.92,3.852,3.543,124,0.745,inactive
e2423,0,0.454,1.507,0,0.301,3.705,3.665,3.098,124,0.959,inactive
e2426,13.599,0.456,1.438,3.611,0.356,3.869,3.661,3.443,885,1.538,inactive
e2427,0.682,0.47,0.987,0,0.284,3.83,3.824,3.268,166,0.602,inactive
e2428,2.284,0.483,0.943,4.123,0.277,3.851,3.868,3.421,217,0.715,inactive
e2430,0.766,0.467,0.935,0,0.322,3.865,3.856,3.383,205,0.67,inactive
e2431,0,0.429,1.763,0,0.19,3.577,3.365,3.195,48,0.202,inactive
e2432,0,0.571,0.499,0,0.289,4.143,3.862,3.582,162,1.393,inactive
e2435,1.765,0.422,1.755,0,0.286,3.598,3.451,3.178,102,0.424,inactive
e2436,11.264,0.511,1.22,0,0.226,3.795,3.399,3.754,120,0.504,inactive
e2437,3.786,0.45,0.974,0,0.307,3.952,3.883,3.531,323,0.913,inactive
e2438,0.616,0.488,0.668,0,0.327,4.015,3.86,3.327,210,0.851,inactive
e2439,0,0.467,0.912,5.328,0.342,3.931,3.899,3.338,426,1.096,inactive
e2440,4.671,0.476,1.101,3.169,0.291,3.87,3.861,3.419,270,0.903,inactive
e2441,4.962,0.47,1.2,3.944,0.261,3.838,3.818,3.661,288,0.802,inactive
e2442,5.63,0.54,0.597,0,0.36,4.199,3.903,3.619,321,1.466,inactive
e2444,2.697,0.45,0.974,3.663,0.32,3.962,3.887,3.459,341,1.021,inactive
e2445,0,0.548,0.409,0,0.365,4.189,3.861,3.589,209,1.046,antagonist
e2446,0.583,0.488,1.062,0,0.301,3.825,3.825,3.12,124,0.605,inactive
e2449,7.471,0.495,0.743,3.992,0.29,4.087,3.849,3.601,408,1.195,inactive
e2450,53.168,0.442,1.194,6.621,0.37,3.961,3.907,3.859,10812,4.925,inactive
e2451,7.522,0.485,1.554,1.609,0.223,3.743,3.717,3.555,230,1.319,inactive
e2452,5.575,0.457,1.766,0,0.246,3.622,3.5,3.434,146,0.388,inactive
e2454,14.677,0.479,1.539,2.303,0.265,3.686,3.694,3.596,634,1.524,inactive
e2456,0,0.467,1.371,0,0.2,3.544,3.529,2.914,20,0.079,inactive
e2458,0.953,0.509,0.542,0,0.343,4.106,3.877,3.582,266,1.261,inactive
e2459,0,0.489,0.92,0,0.333,3.872,3.877,3.143,166,0.698,inactive
e2461,7.415,0.522,0.812,5.03,0.296,3.994,3.899,3.796,724,2.394,inactive
e2463,0.299,0.433,0.848,5.497,0.355,4.018,3.922,3.638,658,1.187,inactive
e2464,5.451,0.518,0.633,6.714,0.332,4.062,4.042,3.803,622,1.453,antagonist
e2465,0,0.586,0.685,0,0.2,4.062,3.514,2.951,18,0,inactive
e2467,0,0.604,0.638,0,0.284,6.88,3.878,3.744,123,1.119,inactive
e2469,0,0.469,1.053,0,0.286,4.009,3.584,3.257,42,0,inactive
e2470,0,0.469,1.053,0,0.305,3.977,3.551,3.262,46,0.149,inactive
e2471,0,0.468,0.654,4.523,0.331,4.031,3.879,3.684,332,0.959,inactive
e2473,0,0.544,0.768,0,0.281,3.955,3.507,3.436,31,0.146,inactive
e2474,1.629,0.442,0.769,0,0.32,3.957,3.873,3.553,314,0.747,inactive
e2477,4.524,0.447,1.332,0,0.21,3.653,3.621,3.449,151,0.598,inactive
e2478,0,0.476,1.838,0,0.195,3.607,3.574,3.154,46,0.433,inactive
e2480,0,0.708,0.789,0,0,6.88,3.528,3.147,9,0,inactive
e2481,0,0.607,0.562,0,0,4.044,3.39,2.951,9,0,inactive
e2483,7.867,0.5,1.962,0,0.316,4.453,3.968,3.225,126,1.84,inactive
e2485,0,0.467,1.371,0,0.2,3.567,3.518,2.845,18,0,inactive
e2486,0,1.056,0.57,0,0.267,7.144,3.644,7.005,29,0,inactive
e2488,8.723,0.492,1.407,2.784,0.32,4.734,4.063,3.728,370,2.032,inactive
e2490,29.356,0.519,2.02,2.565,0.367,4.139,4.366,4.112,1188,5.541,inactive
e2492,0,0.513,0.708,0,0.345,4.014,3.87,3.345,164,0.806,inactive
e2495,0.592,0.49,0.999,4.375,0.326,3.91,3.916,3.318,345,1.42,inactive
e2496,13.72,0.494,1.068,5.497,0.319,3.897,3.889,3.774,772,1.828,inactive
e2498,0,0.47,1.219,0,0.327,3.775,3.768,3.218,156,1.248,inactive
e2499,0,0.604,0.638,0,0.319,6.88,3.88,3.735,124,0.836,inactive
e2500,0,0.813,0.531,0,0.281,6.92,3.607,6.838,31,0.643,inactive
e2501,0,0.461,0.791,0,0.301,4.012,3.86,3.515,252,0.855,inactive
e2502,0,0.447,0.749,0,0.307,3.943,3.849,3.463,207,0.638,inactive
e2504,2.341,0.458,1.6,0,0.213,3.714,3.596,3.412,91,0.379,inactive
e2505,0,0.919,1.372,0,0,7.094,3.475,6.652,16,0,inactive
e2506,27.214,0.456,1.473,5.711,0.326,4.725,4.021,3.855,3280,3.2,inactive
e2507,12.661,0.478,1.324,3.332,0.271,3.823,3.845,3.607,580,2.007,inactive
e2508,28.616,0.492,1.279,5.195,0.309,4.331,3.926,3.902,1950,3.988,antagonist
e2510,0,0.5,0.582,0,0.321,4.196,3.424,3.582,58,0,inactive
e2511,0,0.543,1.189,0,0.2,3.839,3.556,3.025,18,0,inactive
e2512,0,0.611,0.747,0,0.25,4.061,3.71,3.412,63,2.734,inactive
e2513,0,0.429,1.174,0,0.29,3.762,3.604,2.854,78,0.303,inactive
e2514,0,0.607,0.664,0,0.267,4.124,3.543,3.541,29,0,inactive
e2515,0,1.056,0.503,0,0,7.076,3.334,6.652,4,0,inactive
e2516,0.403,0.45,0.814,0,0.327,3.869,3.84,3.226,210,0.654,inactive
e2517,0.596,0.463,0.752,0,0.327,3.877,3.854,3.259,210,0.721,inactive
e2518,0,0.452,1.493,0,0.19,3.644,3.566,3.195,48,0.351,inactive
e2519,4.635,0.444,1.547,0,0.279,3.651,3.565,3.299,102,0.262,inactive
e2521,5.15,0.489,1.675,0,0.226,3.597,3.601,3.405,120,0.729,inactive
e2522,1.334,0.444,2.255,0,0.214,3.453,3.338,3.029,35,0.167,inactive
e2523,0,0.698,1.726,0,0.2,4.453,3.448,3.724,28,0,inactive
e2524,0,0.452,1.547,0,0.286,3.673,3.637,2.923,42,0,inactive
e2527,7.334,0.496,1.171,0,0.334,4.724,4.048,3.955,378,1.748,inactive
e2528,7.673,0.423,1.604,0,0.384,3.784,3.664,3.259,392,1.262,inactive
e2529,0,0.505,0.73,0,0.303,3.964,3.85,3.58,160,0.695,inactive
e2531,3.336,0.467,1.383,0,0.324,3.774,3.801,3.282,209,1.597,inactive
e2532,0.879,0.446,1.579,0,0.255,3.607,3.459,3.239,75,0.277,inactive
e2533,0,0.5,1.5,0,0.18,3.7,3.74,3.303,66,0.905,inactive
e2534,1.058,0.462,1.607,0,0.219,3.573,3.547,3.246,56,0.283,inactive
e2535,0,0.544,0.523,5.187,0.454,4.429,4.053,3.812,1261,5.726,inactive
e2536,0,0.5,1.945,0,0.321,3.978,3.444,2.912,48,0.671,inactive
e2537,0.739,0.467,1.568,0,0.348,3.734,3.733,3.314,116,0.996,inactive
e2538,19.91,0.487,1.443,3.091,0.235,3.704,3.745,3.61,1313,2.37,inactive
e2539,0,0.458,1.506,0,0.271,3.69,3.65,3.152,142,0.806,inactive
e2540,0.982,0.485,0.953,4.744,0.342,3.938,3.938,3.386,426,1.584,inactive
e2541,0,0.429,1.822,0,0.305,3.589,3.436,3.007,46,0.171,inactive
e2542,0,0.458,1.755,0,0.307,3.689,3.644,3.091,63,0.306,inactive
e2543,3.526,0.458,1.594,0,0.223,3.584,3.612,3.278,84,0.577,inactive
e2544,0,0.571,0.784,0,0.214,3.866,3.575,3.656,35,0.378,inactive
e2545,3.682,0.486,1.135,0,0.314,3.906,3.917,3.475,309,1.062,inactive
e2546,0,0.531,2.067,0,0.362,4.101,4.34,2.912,64,0.75,inactive
e2547,0,0.548,1.138,0,0.274,3.864,3.767,3.335,90,1.446,inactive
e2548,16.799,0.514,1.383,1.946,0.236,3.799,3.721,3.642,560,2.124,inactive
e2550,13.028,0.454,1.494,4.407,0.335,4.723,4.049,3.826,858,1.771,inactive
e2551,0,0.426,1.459,0,0.383,3.708,3.634,2.988,86,0.185,inactive
e2552,32.263,0.498,1.876,3.892,0.302,4.117,4.329,3.545,910,1.791,inactive
e2553,41.783,0.482,1.123,7.711,0.366,4.095,4.009,3.898,2862,3.04,inactive
e2554,23.677,0.466,0.962,7.775,0.363,4.026,3.993,3.963,9818,4.574,inactive
e2555,4.555,0.467,1.57,0,0.293,3.724,3.722,3.33,126,0.516,inactive
e2557,0,0.5,1.667,0,0.202,3.587,3.64,3.125,32,0.577,inactive
e2558,5.255,0.456,1.7,1.099,0.295,3.748,3.659,3.374,332,1.519,inactive
e2559,2.157,0.5,1.111,0,0.308,3.864,3.886,3.245,162,0.824,inactive
e2560,0,0.467,1.091,0,0.319,3.967,3.839,3.016,124,0.514,inactive
e2561,1.375,0.475,1.013,0,0.288,3.826,3.778,3.061,122,0.479,inactive
e2562,4.633,0.451,0.878,7.257,0.376,4.035,3.986,3.924,2907,2.62,inactive
e2563,6.213,0.476,1.159,0,0.307,3.917,3.919,3.517,437,1.286,inactive
e2564,0,0.456,1.593,0,0.281,3.557,3.54,2.954,31,0.129,inactive
e2565,0,0.446,1.85,0,0.277,3.766,3.618,3.032,119,0.797,inactive
e2566,19.519,0.567,0.787,0,0.335,6.88,3.881,3.774,209,0.991,inactive
e2571,0,0.462,1.354,0,0.309,3.738,3.741,3.01,79,1.01,inactive
e2573,0,0.472,1.096,4.762,0.355,4.093,4.063,3.675,632,4.386,inactive
e2574,0,0.452,2.116,0,0.281,4.714,3.824,3.148,75,0.919,inactive
e2575,0,0.472,1.751,0,0.277,4.291,3.534,3.067,54,0.714,inactive
e2578,0,0.452,0.962,0,0.303,3.832,3.771,3.198,160,0.494,inactive
e2579,0,0.433,0.981,0,0.289,3.799,3.539,2.932,162,0.427,inactive
e2580,0.815,0.481,1.02,0,0.303,3.845,3.858,3.253,160,0.732,inactive
e2583,1.777,0.459,0.806,6.7,0.332,4.056,3.998,3.658,606,1.177,inactive
e2584,2.874,0.456,0.769,4.239,0.331,3.908,3.881,3.294,332,0.913,inactive
e2585,24.237,0.478,1.331,5.906,0.303,3.904,3.872,3.778,1436,2.087,inactive
e2588,1.061,0.489,0.992,0,0.322,3.878,3.882,3.114,162,0.826,inactive
e2590,0,0.506,1.011,0,0.319,3.934,3.748,3.334,124,1.204,inactive
e2591,0,0.51,0.442,0,0.347,4.092,3.84,3.595,207,0.91,inactive
e2592,0.275,0.433,1.406,0,0.294,3.734,3.678,3.278,120,0.454,inactive
e2593,2.967,0.439,1.419,0,0.292,3.736,3.702,3.403,166,0.526,inactive
e2594,2.286,0.488,1.468,0,0.223,3.608,3.639,3.35,84,0.631,inactive
e2595,0.806,0.45,0.814,0,0.307,3.866,3.84,3.246,207,0.639,inactive
e2596,0,0.483,1.456,0,0.202,3.592,3.605,3.084,32,0.183,inactive
e2597,2.343,0.433,1.406,0,0.264,3.68,3.634,3.382,136,0.463,inactive
e2598,0,0.476,1.58,0,0.305,3.657,3.645,3.112,46,0.287,inactive
e2599,0.812,0.438,1.438,0,0.288,3.661,3.567,3.218,70,0.334,inactive
e2600,0,0.405,1.311,0,0.19,3.596,3.414,3.067,48,0.129,inactive
e2601,0,0.554,0.318,0,0.286,4.262,3.464,3.111,42,0,inactive
e2603,9.046,0.486,1.544,1.609,0.232,3.653,3.697,3.506,286,1.362,inactive
e2613,11.128,0.505,0.61,5.901,0.327,4.138,3.955,3.78,963,2.078,antagonist
e2615,0.231,0.417,1.556,0,0.332,3.601,3.511,3.073,68,0.243,inactive
e2616,0,0.554,0.509,0,0.321,4.281,3.473,3.717,58,0,inactive
e2618,3.276,0.467,1.145,0,0.264,3.865,3.778,3.5,193,0.586,inactive
e2619,22.023,0.478,1.178,4.747,0.314,3.895,3.862,3.706,1136,1.792,inactive
e2621,3.564,0.48,0.726,0,0.322,3.986,3.877,3.708,258,0.885,inactive
e2622,0,0.48,1.326,0,0.39,3.792,3.779,3.265,111,0.28,inactive
e2623,17.727,0.536,1.415,0,0.243,4.316,4.119,3.428,310,9.62,inactive
e3072,4.344,0.49,1.321,2.784,0.277,3.874,3.812,3.419,217,1.026,inactive
e2644,7.52,0.492,1.352,3.498,0.27,3.876,3.816,3.528,350,1.401,antagonist
e2636,0,0.475,1.692,0,0.167,3.431,3.45,2.755,10,0,inactive
e2637,1.964,0.478,1.466,0,0.294,3.94,3.787,3.348,148,0.824,inactive
e1819,10.582,0.467,1.486,1.792,0.256,3.666,3.689,3.524,346,1.299,inactive
e3428,29.596,0.492,1.422,4.443,0.299,4.722,4.049,3.809,1564,3.346,inactive
e5019,22.966,0.495,1.421,3.883,0.261,3.878,3.823,3.667,1895,3.168,antagonist
e2647,1.774,0.458,1.494,0,0.203,3.654,3.606,3.338,74,0.352,inactive
e2648,0,0.708,0.789,0,0.167,6.88,3.501,3.24,10,0,inactive
e2650,0.597,0.47,0.831,0,0.303,3.852,3.847,3.257,160,0.602,inactive
e2651,0,0.4,1.758,0,0.202,3.752,3.421,3.023,32,0.082,inactive
e2653,0,0.452,2.107,0,0.302,3.579,3.469,2.912,44,0.083,inactive
e2654,0,0.5,1.473,0,0.281,4.742,4.083,3.191,75,2.238,inactive
e2655,0,0.543,0.531,0,0.308,4.118,3.881,3.766,260,1.302,inactive
e2657,0,0.667,0.861,0,0.2,6.88,3.595,3.307,18,0,inactive
e2660,0,0.483,0.731,0,0.327,3.982,3.849,3.597,210,0.774,inactive
e2664,0,0.543,1.356,0,0,4.899,3.938,2.743,16,0,inactive
e2665,0,0.552,0.631,0,0.2,3.961,3.37,3.427,18,0,inactive
e2666,3.784,0.444,1.673,0,0.237,3.65,3.526,3.307,102,0.415,inactive
e2667,0,0.507,1.157,0,0.286,3.906,3.657,3.273,42,0,inactive
e2668,0,0.467,1.259,0,0.267,4.284,3.543,2.967,29,0,inactive
e2670,0,0.48,0.951,0,0.267,3.86,3.471,3.038,29,0,inactive
e2672,2.983,0.5,1.5,0,0.223,3.611,3.661,3.362,84,0.715,inactive
e2674,2.841,0.458,2.008,0,0.223,3.514,3.418,3.275,84,0.407,inactive
e2675,0,0.6,0.571,0,0.2,6.88,3.381,3.309,18,0,inactive
e2678,0,0.455,1.263,2.833,0.359,3.883,3.832,3.316,389,1.946,inactive
e2680,1.713,0.453,0.893,0,0.322,3.84,3.774,3.309,205,0.58,inactive
e2681,0,0.571,0.909,0,0.267,3.984,3.59,3.458,29,0,inactive
e2682,0,0.517,0.379,0,0.36,4.214,3.89,3.7,321,1.256,inactive
