Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,CATS2D Lipophilic-Lipophilic at lag 03,CATS2D Lipophilic-Lipophilic at lag 06,Frequency of C - C at topological distance 3,Information Content index (neighborhood symmetry of 2-order),mean information content on the distance degree equality,Balaban-like index from distance/detour matrix,Balaban-like index from Barysz matrix weighted by mass,path/walk 5 - Randic shape index,ring perimeter,AgonistClass
e346,16.652,4,3,11,3.726,3.789,11.5469,2.6021,0.093,17,inactive
e347,12.241,1,4,8,3.852,2.985,10.5447,2.3392,0.095,12,inactive
e348,14.451,6,0,13,4.574,4.202,11.8815,2.3433,0.092,12,inactive
e349,36.41,0,0,18,4.058,3.725,16.4095,1.9996,0.084,12,inactive
e350,16.015,2,6,13,4.089,3.808,12.1491,2.8634,0.079,6,inactive
e351,5.03,10,5,21,3.477,3.617,20.9435,2.3157,0.128,15,inactive
e352,31.256,7,2,29,4.308,4.375,11.6714,1.3736,0.098,23,inactive
e353,0,0,0,4,3.837,3.122,13.0474,2.4769,0.086,9,inactive
e354,29.902,2,4,27,4.429,4.287,17.2918,1.8962,0.118,20,inactive
e355,25.518,2,0,17,4.224,3.641,15.0672,3.3136,0.074,6,inactive
e356,0,0,0,0,3.236,2.128,6,6.0705,0,0,inactive
e357,39.582,18,6,33,4.13,4.307,16.9691,1.942,0.098,20,inactive
e2677,0,0,0,0,1.086,0.722,4,3.4562,0,0,inactive
e359,11.738,2,0,5,3.624,2.752,8.4936,2.1218,0.048,5,inactive
e360,26.563,2,2,21,4.298,4.258,11.936,1.3527,0.099,21,inactive
e361,2.347,4,0,9,3.584,3.379,10.703,3.2037,0.076,6,inactive
e362,2.356,2,0,9,3.463,3.057,11.5108,3.3706,0.074,6,inactive
e363,4.292,2,0,10,3.789,3.323,11.0044,2.8361,0.089,11,inactive
e364,16.881,2,5,13,4.211,3.787,12.4378,2.6163,0.071,6,inactive
e365,23.618,2,0,16,3.9,3.916,12.9294,2.5625,0.103,12,inactive
e366,21.677,9,12,18,3.862,4.037,11.3074,2.367,0.099,12,inactive
e367,34.925,8,10,28,4.262,4.484,17.0869,1.8749,0.111,20,inactive
e368,46.994,32,15,47,3.927,4.193,11.7607,1.3529,0.092,24,inactive
e369,25.216,5,6,19,4.305,4.011,11.2102,2.2677,0.096,12,inactive
e371,25.226,1,0,9,4.31,3.852,13.2594,2.2748,0.092,15,inactive
e372,47.487,14,4,40,4.336,4.863,15.1864,2.1217,0.088,12,inactive
e373,2.269,2,0,3,3.922,2.725,8,3.3785,0.053,0,inactive
e374,9.807,6,3,10,3.913,3.24,11.0982,2.6007,0.091,12,inactive
e375,24.782,2,0,13,4.212,3.97,11.5456,1.684,0.081,12,inactive
e376,21.882,19,3,23,3.897,3.044,11.1402,2.3625,0.086,11,inactive
e377,13.122,4,0,13,4.392,3.827,11.7242,2.5268,0.102,12,inactive
e378,20.984,4,3,11,3.698,3.547,10.3939,3.082,0.078,6,inactive
e379,0,0,0,0,2.44,1.686,10,13.8633,0,0,inactive
e380,8.129,10,3,18,4.19,3.932,12.4149,2.007,0.099,15,inactive
e381,30.004,5,5,23,3.982,4.263,18.3677,2.0338,0.119,21,inactive
e382,49.362,8,10,20,4.381,4.123,17.5857,3.1893,0.086,6,inactive
e383,0,4,0,16,2.647,2.369,10.4696,2.9609,0.044,6,inactive
e384,1.199,0,0,3,3.884,3.252,9.8972,2.9919,0.08,5,inactive
e385,22.738,10,6,31,4.069,3.894,16.9628,1.984,0.098,14,inactive
e386,14.161,2,3,10,4.563,3.554,12.0643,2.8349,0.079,11,inactive
e387,11.155,7,2,17,3.68,3.337,10.5835,2.4257,0.087,12,inactive
e388,29.096,0,0,6,4.522,3.69,11.4753,2.4935,0.095,11,inactive
e389,55.846,7,4,33,3.811,3.984,17.7193,1.6848,0.078,12,inactive
e390,7.454,2,0,4,3.668,2.611,10.4166,4.4443,0.071,6,inactive
e391,28.94,6,17,23,3.388,3.729,12.0629,1.8966,0.11,23,inactive
e392,15.403,2,2,16,3.51,3.617,11.5938,2.6817,0.101,11,inactive
e393,3.268,8,1,14,3.404,3.239,14.9563,2.7265,0.103,10,inactive
e394,9.012,3,1,8,3.94,3.617,9.8135,1.9993,0.077,11,inactive
e395,5.921,5,0,9,3.57,2.752,9.1899,2.1084,0.074,11,inactive
e396,7.394,2,3,12,3.628,3.325,10.7404,2.6272,0.096,11,inactive
e397,4.771,0,0,1,3.822,3.379,9.8699,2.9966,0.075,10,inactive
e398,6.873,2,0,7,3.918,2.7,10.2761,2.7871,0.08,6,inactive
e399,4.549,2,0,5,3.578,2.914,12.8251,3.1886,0.1,9,inactive
e400,6.253,2,0,9,3.796,3.239,10.0107,2.9135,0.083,6,inactive
e401,6.606,0,0,6,3.313,2.845,10,4.2702,0.029,0,inactive
e402,26.957,22,12,30,3.353,3.154,11.1006,2.089,0.107,18,inactive
e403,2.654,2,0,3,3.301,2.413,9.346,4.3721,0.066,6,inactive
e404,0.619,3,0,9,3.272,2.732,9.9678,2.8222,0.067,6,inactive
e405,6.206,2,0,5,3.806,3.22,10.5479,3.2823,0.087,12,inactive
e406,0,0,0,0,3.393,1.95,7.5531,2.8111,0.029,5,inactive
e407,42.781,18,16,40,3.772,3.21,12.8663,2.6528,0.083,12,inactive
e408,6.85,2,2,4,4.004,3.203,9.8528,3.4928,0.075,11,inactive
e409,21.848,5,6,20,4.234,3.368,10.7219,2.1138,0.096,17,inactive
e410,22.434,6,4,15,4.305,3.676,15.7321,2.6348,0.105,16,inactive
e411,14.793,2,2,9,4.415,3.17,15.3737,3.1055,0.098,10,inactive
e412,1.342,4,0,10,3.463,2.522,10.8518,3.1596,0.052,6,inactive
e413,17.387,10,5,17,4.206,3.823,14.2022,2.5292,0.102,15,inactive
e414,0,2,0,5,3.368,3.122,8.9387,2.9282,0.061,5,inactive
e415,7.431,3,4,5,3.884,3.392,10.7985,3.2765,0.088,12,inactive
e416,8.699,2,4,6,4.042,3.722,11.0218,3.1532,0.086,12,inactive
e417,15.599,1,1,19,4.171,3.301,18.2498,2.7235,0.132,13,inactive
e418,6.223,12,10,20,2.898,3.264,13.8386,2.1492,0.115,15,inactive
e419,23.734,24,12,26,3.366,2.922,11.3095,2.4635,0.104,12,inactive
e420,12.977,5,10,15,4.472,4.06,11.8488,2.1602,0.086,17,inactive
e421,26.134,5,4,23,4.271,4.324,16.1626,2.3386,0.09,10,inactive
e422,6.043,7,0,12,3.559,3.325,10.5538,2.3828,0.093,11,inactive
e423,6.633,3,2,11,3.825,3.507,10.7954,2.4198,0.095,11,inactive
e424,1.949,2,0,5,3.684,2.914,9.9295,3.4059,0.084,6,inactive
e425,21.819,7,1,13,4.212,3.979,14.6832,2.5925,0.09,16,inactive
e426,11.767,1,0,8,3.78,3.664,10.9923,2.9459,0.076,6,inactive
e427,6.243,2,0,8,3.894,2.855,9.5904,2.8042,0.08,6,inactive
e428,9.16,2,5,8,3.866,3.039,10.2539,2.6961,0.078,6,inactive
e429,7.017,5,8,11,3.078,3.057,9.9967,2.1682,0.087,12,inactive
e430,42.684,2,5,28,3.295,4.821,22.7556,2.0525,0.068,6,inactive
e431,25.177,18,12,26,3.437,2.295,11.0818,2.0928,0.113,18,inactive
e432,14.444,2,4,8,4.559,3.882,11.406,2.5637,0.075,11,inactive
e433,7.709,3,0,3,3.369,2.906,12.6862,5.7685,0.087,6,inactive
e434,19.814,2,2,6,4.069,3.63,12.2331,3.2441,0.094,12,inactive
e435,53.277,14,4,40,4.105,3.852,14.4741,2.1728,0.078,12,inactive
e436,0,0,0,3,3.076,2.446,9.2728,3.3502,0.059,5,inactive
e437,9.688,5,6,9,3.558,3.722,10.882,2.9736,0.085,12,inactive
e438,9.277,2,0,7,4.095,3.684,11.006,3.2552,0.084,12,inactive
e439,43.348,2,5,35,4.642,4.774,18.6856,1.7995,0.132,22,inactive
e440,26.167,14,14,27,3.839,3.451,11.4744,1.9348,0.103,18,inactive
e441,25.843,10,16,22,3.562,3.249,10.876,1.9405,0.106,18,inactive
e442,19.583,5,11,18,4.053,3.393,13.5993,1.9869,0.096,15,inactive
e443,19.734,2,2,6,4.307,3.584,16.2169,3.915,0.098,10,inactive
e444,11.337,1,0,7,4.138,3.041,16.4974,3.9243,0.105,10,inactive
e445,5.73,2,0,5,3.55,2.355,9.7493,3.9762,0.065,6,inactive
e446,45.46,8,7,19,3.491,3.502,16.0987,2.7549,0.09,6,inactive
e447,9.496,2,2,5,3.986,3.617,10.2211,3.5079,0.079,11,inactive
e448,7.489,2,4,6,3.82,3.22,10.5479,3.2417,0.087,12,inactive
e449,27.952,2,7,15,3.951,3.641,13.4663,2.4663,0.084,6,inactive
e450,21.814,13,12,26,4.412,4.21,14.7064,2.1019,0.11,16,inactive
e451,3.868,4,1,8,3.538,2.413,9.1259,2.8339,0.068,6,inactive
e452,25.642,10,8,24,3.119,3.122,10.9778,2.0187,0.112,18,inactive
e453,18.091,9,0,18,4.055,3.932,13.6643,2.1821,0.093,10,inactive
e454,9.07,2,1,10,3.991,3.572,12.9088,3.6564,0.086,6,inactive
e456,2.191,0,0,6,3.88,3.252,9.9744,3.5625,0.094,5,inactive
e457,51.911,38,22,54,4.198,4.761,21.8487,1.3617,0.128,26,inactive
e458,13.842,0,0,8,4.265,3.948,14.7999,2.6963,0.099,9,inactive
e459,13.024,16,4,25,4.385,3.837,18.4404,2.1808,0.114,13,inactive
e460,13.237,4,8,14,3.992,3.907,11.2725,3.2519,0.091,6,inactive
e461,10.056,0,0,8,4.039,3.875,14.6351,2.8327,0.109,9,inactive
e462,47.345,3,3,33,4.966,5.287,15.2815,1.5275,0.095,28,inactive
e463,27.583,11,15,27,3.913,3.482,18.8762,2.115,0.106,15,inactive
e464,9.522,12,0,17,4.115,3.24,13.7674,2.0355,0.102,15,inactive
e465,28.117,7,5,33,4.387,4.404,22.458,1.6559,0.118,21,inactive
e466,14.962,1,0,9,4.039,3.735,12.1408,2.7996,0.081,6,inactive
e467,18.694,4,6,13,3.79,3.499,11.3792,3.0315,0.075,6,inactive
e468,19.78,5,4,14,3.842,3.827,10.5042,1.893,0.083,12,inactive
e469,7.768,2,2,9,4.066,3.547,10.1352,2.7291,0.086,6,inactive
e470,18.383,4,7,18,4.054,4.011,11.1733,1.8682,0.083,12,inactive
e471,29.418,4,0,19,3.955,4.444,11.4418,1.7647,0.089,18,inactive
e472,24.598,6,2,26,4.604,4.423,12.085,1.375,0.101,21,inactive
e473,22.406,1,2,16,4.176,3.499,14.5382,2.9659,0.082,6,inactive
e474,56.291,14,10,31,3.934,4.865,15.4769,1.6935,0.077,12,inactive
e475,14.96,0,0,2,3.845,3.182,10.5011,4.9577,0.089,5,inactive
e476,29.43,2,6,23,4.288,4.039,13.9337,2.163,0.094,12,inactive
e477,21.986,5,4,18,4.052,3.789,11.2542,1.9906,0.083,12,inactive
e478,64.548,16,5,46,5.301,4.978,22.5604,2.0669,0.114,22,inactive
e479,12.472,0,0,8,4.171,3.617,14.7444,2.7757,0.104,9,inactive
e480,32.751,20,8,33,4.072,4.533,15.7995,1.6211,0.113,20,inactive
e481,17.918,5,9,13,4.255,3.55,13.2174,2.6373,0.086,12,inactive
e482,12.976,4,0,7,3.968,3.735,11.3775,2.7725,0.068,6,inactive
e483,19.015,2,4,16,3.798,4.011,11.0191,1.7824,0.082,12,inactive
e484,7.763,2,0,7,4.091,3.722,11.0218,3.127,0.086,12,inactive
e485,0,0,0,2,2.906,2.725,8.5557,3.2348,0.054,5,inactive
e486,9.207,2,2,5,3.937,3.617,10.2211,3.2257,0.079,11,inactive
e487,29.261,4,4,10,4.157,3.882,14.4792,2.5567,0.086,15,inactive
e488,9.152,5,0,8,3.961,3.24,10.3383,2.3996,0.061,6,inactive
e489,28.228,34,12,41,4.278,4.22,20.3955,1.6438,0.104,17,inactive
e490,10.832,4,0,8,3.463,3.093,10.3199,3.223,0.069,6,inactive
e491,14.206,4,0,7,3.95,2.953,10.9194,2.653,0.081,6,inactive
e492,23.585,22,9,29,4.023,3.63,18.8009,2.2004,0.106,15,inactive
e493,16.32,3,4,11,3.803,3.617,11.286,2.6915,0.08,6,inactive
e494,14.442,0,1,10,4.548,3.614,12.9461,2.6657,0.106,8,inactive
e495,34.631,7,12,33,3.814,4.651,15.9148,2.1237,0.121,16,inactive
e496,11.659,0,0,8,3.682,2.236,13,3.6682,0.041,0,inactive
e497,15.222,6,0,11,4.282,3.41,15.4326,3.9539,0.088,10,inactive
e498,28.345,6,11,26,3.61,3.607,17.3651,2.2491,0.104,14,inactive
e499,40.637,16,7,33,3.702,4.307,11.235,1.5854,0.105,24,inactive
e500,3.642,3,0,7,3.47,2.914,9.3347,2.3548,0.071,6,inactive
e501,12.016,2,2,6,4.168,3.787,11.3749,3.1821,0.087,12,inactive
e502,30.178,10,14,27,4.257,3.7,12.6178,2.2095,0.086,12,inactive
e503,30.897,14,12,24,3.416,3.249,10.4255,1.8051,0.09,17,inactive
e504,30.096,21,15,29,3.975,3.789,16.9384,1.817,0.117,20,inactive
e505,30.297,11,7,24,3.439,3.154,11.0979,2.0472,0.11,18,inactive
e506,21.68,5,0,21,4.113,3.772,10.7848,1.4819,0.089,18,inactive
e507,14.897,4,3,11,4.218,3.625,11.4508,2.7491,0.081,6,inactive
e508,2.083,7,0,9,3.327,2.646,8.0268,2.2243,0.075,9,inactive
e509,27.052,6,2,26,4.32,4.423,12.085,1.318,0.101,21,inactive
e510,19.563,2,3,18,4.313,4.176,11.7055,2.1102,0.103,17,inactive
e511,21.453,13,4,23,3.771,4.369,12.8262,2.03,0.096,16,inactive
e512,10.65,4,5,11,4.173,2.781,11.1719,2.6359,0.079,6,inactive
e513,20.087,2,0,8,4.172,3.785,12.6342,3.3146,0.094,12,inactive
e514,21.392,5,9,18,3.626,3.622,10.1797,1.9295,0.09,17,inactive
e515,16.967,3,1,11,4.139,3.735,11.8997,2.9743,0.075,6,inactive
e516,38.592,6,8,30,4.5,4.696,14.0429,1.8846,0.085,12,inactive
e517,18.078,2,0,13,4.274,3.642,13.1114,3.051,0.09,6,inactive
e518,7.318,0,0,4,3.604,2.752,9.4194,2.6933,0.075,6,inactive
e519,45.01,24,4,41,4.202,3.972,12.0833,1.3307,0.096,24,inactive
e520,27.181,2,2,17,4.143,3.882,12.378,1.9495,0.1,13,inactive
e521,29.87,10,16,30,3.951,3.7,11.3254,1.7964,0.107,18,inactive
e522,27.884,8,9,24,4.16,4.35,18.0116,2.26,0.106,14,inactive
e523,25.75,10,11,30,4.241,4.582,14.3132,1.6963,0.104,22,inactive
e524,16.845,0,0,11,4.26,4.089,10.8266,1.773,0.084,16,inactive
e525,36.886,8,10,32,4.371,4.556,16.3169,1.6005,0.108,20,inactive
e526,13.263,10,1,20,3.805,3.735,17.5265,2.564,0.118,13,inactive
e527,37.007,3,0,15,4.148,3.584,13.9141,2.9768,0.082,6,inactive
e528,17.763,0,0,9,4.155,3.916,20,4.9556,0.083,0,inactive
e529,0,2,0,6,2.827,1.561,8.4152,2.3671,0.06,6,inactive
e530,6.215,16,6,18,3.119,2.858,10.4363,2.2521,0.09,12,inactive
e531,26.126,9,6,19,4.048,3.559,11.0277,2.2962,0.085,11,inactive
e532,13.425,0,0,16,4.325,3.75,17.1185,2.3481,0.119,13,inactive
e533,22.616,1,4,17,4.228,4.096,14.5948,2.8563,0.074,6,inactive
e534,6.908,2,0,5,3.726,2.638,11.3931,4.1329,0.084,6,inactive
e535,21.317,1,3,12,4.452,3.827,13.4364,2.7842,0.088,6,inactive
e536,35.678,3,9,16,4.336,3.918,14.4425,3.0736,0.093,6,inactive
e537,125.454,9,17,45,4.767,5.335,22.1207,1.946,0.092,29,inactive
e538,34.011,6,10,22,4.221,4.089,17.9742,2.2889,0.11,14,inactive
e539,47.526,28,28,39,3.671,4.567,16.7069,1.8014,0.08,10,inactive
e540,51.384,9,0,28,3.9,4.708,12.4826,1.66,0.097,23,inactive
e541,44.809,13,3,26,4.15,4.162,11.2331,1.5104,0.089,18,inactive
e542,36.933,32,31,40,3.769,4.923,17.1545,1.8297,0.081,10,inactive
e543,23.8,0,0,17,3.649,3.892,12.2809,2.4595,0.105,12,inactive
e544,23.538,3,5,16,4.35,4.096,18.8608,2.4004,0.137,13,inactive
e545,9.994,6,4,14,3.926,3.236,10.0777,2.6014,0.075,6,inactive
e546,12.162,0,0,6,4.514,3.837,12.7264,2.8241,0.06,6,inactive
e547,31.266,16,15,28,4.158,4.252,11.0351,1.9288,0.086,17,inactive
e548,26.48,11,7,23,3.803,4.002,10.8583,1.8245,0.096,18,inactive
e549,114.193,24,52,98,4.964,4.324,32.672,1.2851,0.158,32,inactive
e550,22.346,2,2,13,4.482,3.88,13.4532,3.3347,0.071,6,inactive
e551,12.139,0,2,10,3.831,3.507,13.1824,2.9591,0.105,9,inactive
e552,23.259,6,1,22,4.391,3.922,13.5278,1.853,0.108,15,inactive
e553,183.742,0,3,11,4.43,3.484,14.4339,3.8352,0.095,6,inactive
e554,20.463,6,5,18,4.294,3.459,11.7474,1.9621,0.09,12,inactive
e555,16.269,0,1,6,4.137,3.522,10.9055,3.4266,0.09,5,inactive
e556,14.804,0,2,8,3.76,3.97,11.7222,2.985,0.11,11,inactive
e557,15.797,0,0,6,4.393,3.725,13.4915,3.1208,0.084,6,inactive
e558,9.141,0,0,8,4.047,3.625,11.7413,3.8063,0.069,5,inactive
e559,17.107,0,2,11,4.337,3.916,14.4785,2.2612,0.104,15,inactive
e560,61.059,0,0,38,3.884,3.92,15.9968,1.5163,0.101,19,inactive
e561,21.981,4,0,12,4.257,3.55,11.0278,2.0856,0.081,14,inactive
e562,55.977,2,4,19,4.873,4.236,14.1632,2.3473,0.101,11,inactive
e563,32.028,0,0,16,4.435,4.437,20.1424,2.195,0.117,14,inactive
e564,21.532,4,2,16,4.589,3.622,14.9757,2.3768,0.104,10,inactive
e565,12.362,14,11,20,3.589,3.827,11.6851,2.3669,0.085,12,inactive
e566,8.183,0,0,3,3.845,3.418,9.5684,3.1315,0.072,5,inactive
e567,6.679,0,0,5,4.324,3.507,10.8921,2.9904,0.077,5,inactive
e568,45.192,8,11,31,4.141,4.379,12.5661,1.949,0.105,17,inactive
e569,26.607,6,7,18,4.324,4.484,11.5319,2.058,0.085,17,inactive
e570,18.442,7,5,18,4.089,4.011,11.1012,1.9046,0.083,12,inactive
e571,10.813,0,1,7,4.351,3.932,11.1554,2.5123,0.078,11,inactive
e572,72.844,24,34,46,2.598,2.929,17.8931,3.4982,0.088,12,inactive
e573,19.48,10,8,24,3.698,4.037,16.4265,2.1296,0.111,18,inactive
e574,40.613,29,15,46,4.453,4.45,21.0982,1.6213,0.113,17,inactive
e575,24.139,1,2,10,4.541,4.143,13.2187,3.1036,0.087,5,inactive
e576,70.459,9,11,55,4.934,5.089,20.5115,1.334,0.122,27,inactive
e577,57.425,0,0,17,4.244,3.893,15.6459,2.0084,0.099,18,inactive
e3630,5.032,3,0,8,2.768,2.664,9.0561,2.8091,0.071,6,inactive
e579,46.976,6,20,23,4.151,4.063,13.7618,2.188,0.119,17,inactive
e580,23.197,7,0,19,4.392,3.975,14.5029,2.1385,0.091,10,inactive
e581,19.874,4,8,18,4.061,4.027,14.6676,2.3196,0.084,12,inactive
e582,127.597,0,0,21,4.87,4.414,17.4609,2.8801,0.107,12,inactive
e583,14.715,5,8,13,3.447,3.453,11.3506,2.9591,0.073,6,inactive
e584,25.527,10,7,21,4.621,4.085,12.3058,1.9234,0.085,12,inactive
e585,35.413,1,0,20,4.241,4.415,13.8814,1.8526,0.086,14,inactive
e586,56.993,0,1,17,4.386,4.539,15.2583,1.9825,0.1,18,inactive
e587,14.005,5,0,16,4.032,3.948,11.3708,2.496,0.092,11,inactive
e588,45.426,14,9,33,4.777,4.703,14.4519,1.6392,0.095,22,inactive
e589,65.263,13,0,46,5.179,4.916,19.3856,1.4604,0.12,32,inactive
e590,34.125,3,1,21,4.362,4.539,13.8735,1.8525,0.088,13,inactive
e591,28.762,3,4,17,4.777,3.887,15.779,3.001,0.084,6,inactive
e592,15.111,2,1,14,4.472,4.176,14.962,2.4159,0.102,15,inactive
e594,58.101,22,18,38,4.37,4.257,19.5643,2.1311,0.106,14,inactive
e595,66.865,0,1,21,4.548,4.939,16.352,1.7119,0.103,22,inactive
e596,42.336,3,5,23,4.673,4.688,13.915,1.8952,0.093,13,inactive
e597,33.972,6,4,28,4.633,4.852,13.3711,1.4553,0.108,22,inactive
e598,7.732,9,4,16,4.098,3.461,10.341,2.3338,0.069,11,inactive
e599,22.248,11,9,26,4.445,4.011,18.0326,2.3258,0.121,13,inactive
e600,20.99,8,8,19,4.303,4.084,12.214,1.9907,0.076,12,inactive
e601,25.816,6,0,19,4.221,3.971,14.9122,2.1428,0.094,10,inactive
e602,11.29,15,4,20,3.923,3.97,13.746,2.3342,0.099,10,inactive
e603,19.104,3,1,18,4.803,4.324,12.9908,1.9084,0.103,14,inactive
e604,23.281,3,0,16,4.38,3.975,14.2928,2.1319,0.092,10,inactive
e605,18.254,0,0,13,4.209,3.698,14.9066,2.223,0.112,16,inactive
e606,58.264,0,0,15,4.312,4.761,15.3626,2.0811,0.099,17,inactive
e607,14.069,5,8,14,4.064,3.97,12.3709,1.8957,0.09,15,inactive
e608,24.255,8,4,27,4.151,4.176,16.7606,1.6592,0.112,20,inactive
e609,23.859,3,2,14,4.599,4.054,13.8504,2.9678,0.081,12,inactive
e610,18.108,12,3,23,4.084,4.087,12.5831,2.4125,0.103,13,inactive
e611,11.006,0,0,11,4.597,4.061,14.0978,2.4429,0.1,15,inactive
e612,24.785,6,0,7,3.879,3.484,14.8261,5.3639,0.089,6,inactive
e613,25.25,5,1,23,5.164,4.958,14.1285,1.7473,0.104,19,inactive
e614,24.666,10,9,18,4.262,4.054,11.0394,2.2249,0.087,17,inactive
e615,20.38,4,8,16,4.296,3.922,10.8811,1.9512,0.088,16,inactive
e616,26.036,8,1,20,4.119,3.654,15.6953,3.1103,0.092,6,inactive
e617,33.459,1,0,21,4.454,4.423,13.2081,1.7,0.101,21,inactive
e618,35.056,1,14,14,3.679,4.183,16.9974,3.5993,0.073,6,inactive
e619,18.383,19,6,27,3.611,3.914,12.6866,1.7259,0.096,16,inactive
e620,21.165,5,9,20,4.589,4.547,15.233,2.0682,0.098,16,inactive
e621,43.883,5,0,34,4.747,4.725,11.316,1.3825,0.093,28,inactive
e622,22.58,2,0,23,4.285,4.089,15.3921,2.241,0.116,16,inactive
e623,17.311,2,2,13,4.479,3.88,13.4532,3.3425,0.071,6,inactive
e624,90.674,0,0,17,4.803,4.813,21.4384,3.9729,0.09,6,inactive
e625,13.529,1,3,14,4.404,3.722,12.9711,2.4538,0.105,15,inactive
e626,21.371,1,0,17,4.273,4.089,15.3921,2.2991,0.116,16,inactive
e627,19.17,0,1,14,4.919,3.922,12.7445,2.5508,0.107,7,inactive
e628,23.381,0,0,10,4.284,3.821,12.8832,2.8784,0.072,5,inactive
e629,21.924,0,0,7,4.725,4.036,12.5179,2.6818,0.071,9,inactive
e630,9.146,7,0,13,4.306,3.499,9.9404,2.1367,0.078,11,inactive
e631,162.759,10,20,52,4.925,5.604,28.9866,2.4933,0.089,26,inactive
e632,44.856,5,1,24,4.873,4.625,13.2494,1.6413,0.101,18,inactive
e633,31.042,11,3,20,4.254,4.385,12.4436,2.0741,0.087,12,inactive
e634,31.664,1,3,17,4.767,4.522,13.7997,1.796,0.093,15,inactive
e635,33.36,1,6,15,3.908,3.536,17.3733,3.4908,0.076,6,inactive
e636,29.671,1,0,28,4.665,3.844,18.1398,2.0496,0.125,18,inactive
e637,38.322,11,7,28,3.96,4.134,11.7113,1.7805,0.097,18,inactive
e638,33.212,6,6,21,4.541,4.133,11.9328,1.681,0.101,18,inactive
e639,14.127,4,3,16,4.175,3.625,16.632,1.9043,0.111,13,inactive
e640,44.844,9,4,27,4.699,4.307,13.3353,1.8167,0.1,14,inactive
e641,160.608,0,0,19,4.429,3.836,22.0964,4.1167,0.098,6,inactive
e642,23.475,6,14,16,4.159,4.089,14.0064,2.4061,0.092,12,inactive
e643,23.969,2,0,25,4.44,3.887,13.8273,1.9497,0.109,19,inactive
e644,45.536,2,2,20,4.868,4.316,13.2094,2.1719,0.109,12,inactive
e645,27.069,1,1,24,4.516,4.404,16.3679,2.3335,0.118,16,inactive
e646,27.524,10,6,22,4.767,4.459,12.3062,1.8053,0.09,20,inactive
e647,33.62,1,2,9,4.4,3.366,15.179,4.0005,0.106,9,inactive
e648,42.729,0,2,10,4.573,4.143,16.1455,3.5827,0.107,9,inactive
e649,155.556,9,18,54,4.836,5.456,24.1652,2.0494,0.108,29,inactive
e650,36.12,20,7,32,4.46,4.111,13.2239,1.804,0.082,15,inactive
e651,35.516,10,9,31,3.995,3.364,12.5929,2.6075,0.087,12,inactive
e652,27.706,12,9,41,4.713,4.418,23.1775,1.6737,0.153,14,inactive
e653,0.848,0,0,2,3.735,2.156,7.3192,2.6419,0.052,5,inactive
e654,35.42,1,0,17,5.14,4.852,13.4805,1.753,0.096,18,inactive
e655,12.11,3,3,13,4.179,3.19,10.5471,2.5543,0.1,11,inactive
e656,11.054,6,4,10,3.806,2.646,11.3013,3.1159,0.078,6,inactive
e657,39.94,14,14,32,3.676,3.154,11.9855,2.3091,0.082,12,inactive
e659,28.404,24,16,31,3.481,3.684,10.9531,1.6428,0.095,18,inactive
e660,23.105,2,2,19,4.316,4.324,12.3013,1.9141,0.103,13,inactive
e661,15.937,1,1,13,4.608,3.837,11.6215,2.3793,0.094,12,inactive
e662,48.708,0,9,18,3.94,5.183,38,3.9786,0.059,0,inactive
e663,19.208,0,0,19,4.58,4.263,20.3557,2.3895,0.119,14,inactive
e664,27.211,5,3,23,4.826,4.513,13.3424,1.7933,0.109,18,inactive
e665,83.064,45,29,64,4.714,4.919,23.6591,1.8627,0.117,17,inactive
e666,56.296,11,12,39,5.357,5.141,17.0559,1.7164,0.108,22,inactive
e667,12.375,3,2,13,3.713,3.392,10.5176,2.1258,0.077,11,inactive
e669,29.942,9,4,27,3.935,3.918,12.6336,2.3075,0.09,12,inactive
e670,20.832,14,5,22,3.481,3.154,10.7813,1.6962,0.076,12,inactive
e671,27.337,2,2,16,4.126,3.594,12.3934,2.8194,0.094,11,inactive
e672,9.05,1,3,18,4.012,3.971,15.2916,2.2888,0.105,16,inactive
e673,40.642,7,12,30,4.473,4.495,17.9826,2.0585,0.102,14,inactive
e674,15.855,6,12,14,4.098,3.537,13.1225,2.7347,0.093,12,inactive
e675,26.9,5,9,24,4.509,4.404,14.4865,2.0545,0.102,16,inactive
e676,20.749,20,3,36,4.303,3.746,20.8871,1.937,0.135,16,inactive
e677,27.502,10,3,30,4.559,4.582,15.1895,1.8506,0.12,17,inactive
e678,19.305,2,5,13,4.056,3.852,11.9597,2.9916,0.088,6,inactive
e679,89.808,61,42,76,4.182,5.162,25.8374,1.529,0.112,22,inactive
e680,104.929,16,19,51,4.512,5.512,14.5037,1.484,0.102,27,inactive
e681,21.272,0,2,18,4.942,4.209,13.5109,2.0129,0.106,14,inactive
e682,15.2,5,0,11,4.389,3.774,10.3172,2.308,0.068,11,inactive
e683,9.698,14,2,20,4.018,3.97,13.9984,2.5611,0.092,10,inactive
e684,17.448,8,10,16,4.512,3.887,13.7035,2.2119,0.098,15,inactive
e685,26.716,9,9,33,4.849,4.404,23.3477,1.5958,0.12,21,inactive
e686,22.504,3,1,19,4.939,4.632,12.9093,1.7792,0.096,19,inactive
e687,5.888,3,1,8,4.054,3.022,9.859,2.9747,0.073,6,inactive
e688,29.336,3,1,22,4.752,4.625,12.3239,1.7178,0.1,18,inactive
e689,12.541,6,5,13,3.54,3.457,11.3973,2.2882,0.102,12,inactive
