Id,Frequency of C - C at topological distance 3,Moriguchi octanol-water partition coeff. (logP),squared Moriguchi octanol-water partition coeff. (logP^2),molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 2 of Burden matrix weighted by mass,normalized leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment,Balaban V index,all-path Wiener index,first Zagreb index by Madan vertex degrees,BindingClass
e404,9,0.725,0.525,0,0.323,3.298,0.347,0.578,386,60.483,inactive
e405,5,0.487,0.237,5.558,0.318,3.75,0.26,0.318,1929,133.543,inactive
e406,0,-1.497,2.24,0,0.327,2.751,0.589,0.741,117,39.841,inactive
e407,40,0.423,0.179,6.039,0.371,3.787,0.159,0.348,3499,138.35,inactive
e408,4,0.627,0.393,5.364,0.322,4.162,0.276,0.33,1547,151.106,inactive
e409,20,2.763,7.634,6.465,0.322,3.764,0.147,0.262,3842,116.348,inactive
e410,15,1.582,2.503,6.878,0.325,4.686,0.165,0.258,12746,250.576,inactive
e411,9,0.798,0.637,5.806,0.343,3.952,0.247,0.364,3057,156.438,inactive
e412,10,0.945,0.894,0,0.412,3.276,0.36,0.612,470,64.039,inactive
e413,17,1.638,2.681,6.994,0.362,4.009,0.196,0.289,7503,185.54,inactive
e414,5,0.391,0.153,0,0.369,3.209,0.408,0.641,277,56.483,inactive
e415,5,1.453,2.11,5.668,0.32,3.947,0.247,0.307,2278,155.602,inactive
e416,6,1.505,2.266,5.736,0.328,3.779,0.234,0.294,2673,146.421,inactive
e417,19,0.886,0.786,7.35,0.379,3.669,0.177,0.335,6541,119.611,inactive
e418,20,3.148,9.912,6.499,0.364,3.766,0.215,0.313,4181,96.207,inactive
e420,15,1.623,2.634,6.614,0.337,4.162,0.162,0.204,10371,216.776,inactive
e421,23,3.282,10.775,7.045,0.323,3.63,0.138,0.273,6932,129.724,inactive
e425,13,1.793,3.216,6.827,0.328,4.688,0.17,0.223,12188,258.02,inactive
e426,8,0.557,0.31,4.038,0.321,3.491,0.228,0.424,788,71.964,inactive
e428,8,2.378,5.654,3.684,0.296,3.512,0.261,0.395,752,68.894,binder
e429,11,2.786,7.762,5.558,0.302,3.782,0.188,0.284,1667,77.647,binder
e431,26,3.108,9.659,6.042,0.348,3.729,0.187,0.3,3256,108.156,inactive
e432,8,0.56,0.314,5.829,0.303,4.162,0.195,0.251,4206,190.776,inactive
e434,6,1.444,2.086,5.968,0.331,3.805,0.213,0.303,3465,160.243,inactive
e435,40,3.09,9.551,5.226,0.329,3.853,0.111,0.249,7946,181.445,inactive
e436,3,-0.364,0.132,0,0.374,3.157,0.426,0.675,278,64.047,inactive
e437,9,1.608,2.585,5.577,0.327,3.837,0.234,0.303,2399,142.15,inactive
e438,7,0.779,0.606,5.668,0.319,3.782,0.247,0.313,2278,139.876,inactive
e439,35,1.509,2.277,7.42,0.386,3.922,0.115,0.207,60014,194.556,inactive
e440,27,3.687,13.595,6.055,0.33,3.736,0.152,0.244,5316,128.613,inactive
e441,22,3.34,11.157,6.111,0.319,3.729,0.154,0.254,3989,111.956,inactive
e442,18,3.901,15.217,7.092,0.308,3.804,0.133,0.226,8587,125.537,inactive
e443,6,0.365,0.133,6.139,0.34,4.688,0.227,0.367,3907,247.735,inactive
e444,7,-0.077,0.006,6.119,0.332,4.685,0.227,0.389,3805,211.909,inactive
e445,5,-0.03,0.001,0,0.314,3.742,0.388,0.492,490,97.235,inactive
e446,19,3.969,15.752,3.892,0.295,3.64,0.144,0.384,3182,115.578,inactive
e447,5,0.667,0.445,5.497,0.322,4.176,0.26,0.32,1867,162.724,inactive
e448,6,1.145,1.31,5.558,0.318,3.769,0.26,0.318,1929,131.711,inactive
e449,15,3.373,11.375,4.14,0.293,3.677,0.166,0.314,2348,104.976,inactive
e450,26,2.859,8.173,6.846,0.34,3.901,0.145,0.258,10254,152.916,inactive
e451,8,1.361,1.853,0,0.322,3.438,0.295,0.51,379,53.131,inactive
e452,24,3.108,9.659,6.104,0.325,3.729,0.161,0.276,3534,106.163,inactive
e453,18,2.534,6.42,6.632,0.304,3.612,0.159,0.277,3516,99.367,inactive
e454,10,2.706,7.321,4.523,0.303,3.484,0.262,0.478,1217,111.977,inactive
e456,6,0.443,0.196,3.056,0.338,3.459,0.318,0.535,481,68.195,inactive
e457,54,4.274,18.268,6.342,0.395,3.854,0.117,0.183,119347,205.507,inactive
e458,8,-0.151,0.023,5.494,0.376,3.548,0.209,0.368,2996,111.213,inactive
e459,25,2.522,6.362,5.67,0.389,3.669,0.202,0.34,5917,112.636,inactive
e460,14,3.007,9.039,4.407,0.341,3.584,0.245,0.476,809,72.962,inactive
e461,8,0.294,0.087,5.233,0.382,3.508,0.234,0.402,2217,99.11,inactive
e462,33,-2.176,4.735,7.21,0.374,3.84,0.08,0.145,122298,276.626,inactive
e463,27,4.104,16.841,6.829,0.322,3.728,0.143,0.279,9989,118.163,inactive
e464,17,2.838,8.057,5.602,0.345,3.651,0.209,0.32,3142,83.497,inactive
e465,33,2.614,6.835,7.358,0.374,3.874,0.124,0.2,49516,159.478,inactive
e466,9,0.01,0,4.418,0.296,3.565,0.211,0.367,1305,91.641,inactive
e467,13,2.926,8.563,4.386,0.31,3.665,0.224,0.43,1044,88.612,inactive
e468,14,3.04,9.24,4.321,0.308,3.739,0.184,0.255,2542,98.253,inactive
e469,9,1.097,1.203,3.446,0.301,3.463,0.244,0.438,615,63.595,inactive
e471,19,2.05,4.202,5.101,0.3,3.823,0.119,0.196,7725,159.031,inactive
e472,26,3.069,9.42,6.105,0.341,3.887,0.124,0.158,23411,163.531,inactive
e473,16,2.372,5.628,4.81,0.318,3.608,0.176,0.372,2291,106.519,inactive
e475,2,-0.767,0.589,0,0.299,3.896,0.374,0.487,697,150.428,inactive
e477,18,2.392,5.723,4.892,0.318,3.818,0.143,0.247,3563,115.804,inactive
e478,46,-0.129,0.017,7.647,0.368,3.897,0.105,0.21,66579,253.457,inactive
e479,8,0.598,0.357,5.394,0.363,3.536,0.221,0.387,2582,105.774,inactive
e480,33,3.577,12.793,7.274,0.333,3.854,0.153,0.184,25727,188.745,inactive
e481,13,2.008,4.034,5.386,0.342,3.911,0.204,0.305,4181,175.076,inactive
e482,7,2.601,6.767,4.414,0.277,3.644,0.184,0.365,1205,102.067,inactive
e483,16,2.022,4.086,4.77,0.291,3.689,0.135,0.215,4100,108.046,inactive
e484,7,0.287,0.083,5.736,0.328,3.779,0.234,0.294,2673,146.422,inactive
e487,10,1.181,1.396,6.238,0.334,4.687,0.19,0.262,8299,227.078,inactive
e490,8,2.378,5.654,3.841,0.322,3.654,0.293,0.451,699,92.819,inactive
e491,7,0.782,0.612,4.227,0.276,3.591,0.224,0.349,1084,100.282,inactive
e492,29,4.409,19.441,6.951,0.321,3.746,0.194,0.276,9194,131.698,inactive
e493,11,2.926,8.563,4.108,0.295,3.658,0.216,0.376,1128,85.921,inactive
e494,10,0.023,0.001,4.691,0.346,3.552,0.242,0.351,2797,133.456,inactive
e496,8,0.37,0.137,1.609,0.316,3.545,0.207,0.602,383,60.32,inactive
e497,11,0.663,0.439,5.603,0.341,4.688,0.292,0.393,2608,172.841,inactive
e498,26,3.732,13.93,6.986,0.356,3.686,0.192,0.276,9388,144.785,inactive
e499,33,4.883,23.839,6.529,0.325,3.884,0.115,0.186,13477,166.016,inactive
e500,7,0.832,0.693,0,0.322,3.374,0.339,0.487,407,55.122,inactive
e501,6,1.505,2.266,5.784,0.327,3.779,0.234,0.305,2673,146.477,inactive
e502,27,3.26,10.63,5.299,0.342,3.678,0.16,0.269,4059,134.717,inactive
e503,24,3.599,12.953,5.05,0.337,3.708,0.169,0.265,3500,112.85,inactive
e504,29,4.985,24.846,7.039,0.339,3.738,0.184,0.237,15117,147.371,inactive
e505,24,3.608,13.019,6.228,0.326,3.837,0.155,0.269,4009,127.682,inactive
e506,21,3.347,11.204,5.239,0.323,3.847,0.138,0.183,8556,132.207,inactive
e507,11,2.257,5.092,4.344,0.315,3.616,0.233,0.399,1030,77.989,inactive
e508,9,1.85,3.422,2.784,0.304,3.579,0.303,0.419,518,53.027,inactive
e509,26,3.145,9.89,5.806,0.341,3.887,0.123,0.158,23411,163.531,inactive
e510,18,2,4.001,6.382,0.357,3.819,0.157,0.249,6604,133.365,inactive
e513,8,1.038,1.078,6.025,0.348,3.811,0.213,0.314,3465,159.355,inactive
e515,11,1.063,1.131,4.473,0.333,3.637,0.239,0.428,1153,93.435,inactive
e516,30,3.636,13.221,5.199,0.339,3.869,0.114,0.208,9448,162.918,inactive
e517,13,-0.115,0.013,4.572,0.335,3.574,0.199,0.417,1462,94.49,inactive
e518,4,-0.705,0.498,1.946,0.287,3.434,0.273,0.461,478,64.76,inactive
e519,41,5.085,25.856,6.446,0.329,3.898,0.093,0.146,26401,200.093,inactive
e520,17,1.071,1.147,4.836,0.371,3.8,0.198,0.258,7648,174.871,inactive
e521,30,-0.586,0.343,6.2,0.359,3.893,0.152,0.224,9948,155.742,inactive
e522,24,3.085,9.515,7.231,0.324,3.746,0.184,0.265,11285,151.89,inactive
e523,30,3.387,11.474,7.176,0.346,3.8,0.118,0.188,23347,166.26,inactive
e524,11,0.51,0.26,5.979,0.325,3.788,0.152,0.203,7948,144.343,inactive
e525,32,2.98,8.881,7.266,0.335,3.772,0.144,0.184,31007,185.995,inactive
e526,20,2.758,7.605,7.318,0.361,3.688,0.194,0.326,5262,106.739,inactive
e527,15,2.11,4.454,4.62,0.346,3.851,0.181,0.385,1922,167.793,inactive
e529,6,1.548,2.397,0,0.284,3.151,0.346,0.612,182,38.054,inactive
e530,18,3.246,10.535,6.241,0.299,3.701,0.214,0.3,1979,82.428,inactive
e531,19,2.207,4.871,4.738,0.318,3.687,0.183,0.32,2285,114.051,inactive
e532,16,1.411,1.992,5.797,0.362,3.521,0.198,0.333,4474,99.934,inactive
e533,17,2.615,6.841,4.919,0.318,3.61,0.167,0.347,2650,110.519,inactive
e534,5,1.115,1.243,3.992,0.282,3.834,0.259,0.495,749,112.685,inactive
e535,12,1.831,3.351,4.807,0.282,3.599,0.169,0.358,1841,94.91,inactive
e536,16,2.189,4.79,4.841,0.306,3.73,0.16,0.403,2310,121.325,inactive
e537,45,0.21,0.044,5.541,0.37,3.812,0.084,0.212,49857,297.052,inactive
e538,22,3.164,10.014,7.145,0.326,3.71,0.184,0.271,10969,152.665,inactive
e540,28,2.412,5.819,5.992,0.321,3.824,0.096,0.181,19292,194.039,inactive
e541,26,4.113,16.915,5.4,0.332,3.91,0.136,0.185,10300,210.655,inactive
e542,40,6.447,41.558,6.563,0.315,3.764,0.112,0.2,13968,162.207,inactive
e543,17,0.753,0.567,5.161,0.352,3.651,0.172,0.324,2874,104.105,inactive
e544,16,2.534,6.421,6.907,0.364,3.707,0.173,0.311,9713,134.559,inactive
e545,14,3.299,10.885,4.123,0.306,3.588,0.223,0.41,708,64.082,inactive
e546,6,-1.115,1.242,4.639,0.351,3.634,0.206,0.374,1490,98.1,inactive
e548,23,4.059,16.473,6.087,0.317,3.824,0.14,0.225,4945,135.144,inactive
e549,98,-2.377,5.651,8.752,0.386,4.055,0.071,0.136,7289700,330.591,inactive
e550,13,0.796,0.634,5.094,0.333,4.068,0.247,0.397,1993,185.428,inactive
e551,10,2.267,5.139,5.759,0.358,3.486,0.205,0.394,1755,86.935,inactive
e552,22,1.51,2.281,5.541,0.358,3.688,0.173,0.266,6364,115.118,inactive
e553,11,3.441,11.841,5.03,0.356,10.692,0.189,0.48,1678,555.145,inactive
e554,18,1.635,2.673,4.87,0.312,3.848,0.14,0.248,3933,118.136,inactive
e555,6,1.129,1.275,3.944,0.335,3.771,0.272,0.492,718,90.476,inactive
e557,6,-2.59,6.708,3.219,0.368,3.554,0.205,0.454,1415,107.632,inactive
e558,8,0.995,0.99,4.407,0.331,3.997,0.32,0.449,1018,125.716,inactive
e559,11,1.805,3.259,6.721,0.361,3.699,0.164,0.276,6860,127.357,inactive
e561,12,1.878,3.529,4.983,0.332,3.873,0.195,0.221,6202,167.424,inactive
e562,19,0.247,0.061,4.29,0.361,3.853,0.159,0.301,6105,188.439,inactive
e563,16,-2.053,4.215,5.263,0.394,3.704,0.174,0.304,11126,153.583,inactive
e564,16,1.811,3.28,5.973,0.321,3.669,0.182,0.308,4205,111.39,inactive
e565,20,3.374,11.384,6.124,0.34,3.775,0.19,0.311,2784,100.532,inactive
e566,3,0.161,0.026,1.609,0.345,3.432,0.34,0.508,463,80.897,inactive
e567,5,-0.402,0.162,4.496,0.307,3.559,0.254,0.417,886,83.853,inactive
e568,31,4.389,19.259,6.175,0.347,3.843,0.13,0.233,9806,153.791,inactive
e569,18,4.9,24.014,6.352,0.33,4.074,0.128,0.232,6020,197.145,inactive
e570,18,2.155,4.643,4.862,0.322,3.84,0.149,0.245,3444,110.032,inactive
e571,7,1.05,1.101,5.799,0.322,3.973,0.257,0.277,3029,149.59,inactive
e572,46,7.289,53.136,6.249,0.322,3.975,0.149,0.294,13514,259.714,inactive
e573,24,2.87,8.239,6.29,0.33,3.755,0.17,0.29,6008,103.291,inactive
e574,46,2.864,8.202,5.826,0.365,3.791,0.13,0.226,34155,172.179,inactive
e575,10,1.349,1.82,4.627,0.337,3.647,0.198,0.414,1619,121.474,inactive
e576,55,2.048,4.194,7.704,0.369,3.932,0.076,0.133,313819,280.596,inactive
e577,17,-5.21,27.147,5.03,0.386,3.769,0.103,0.232,20545,209.107,inactive
e3630,8,-1.139,1.297,0,0.245,3.573,0.322,0.487,388,53.776,inactive
e580,19,2.323,5.397,5.599,0.304,3.661,0.166,0.274,4560,115.804,inactive
e582,21,0.227,0.052,6.246,0.369,10.692,0.116,0.316,10595,636.072,inactive
e583,13,3.218,10.355,3.944,0.291,3.682,0.234,0.439,957,98.01,inactive
e585,20,3.269,10.689,5.517,0.34,3.719,0.155,0.206,17971,210.628,inactive
e586,17,-4.51,20.338,4.97,0.377,3.763,0.106,0.231,18888,199.927,inactive
e587,16,2.37,5.617,5.926,0.34,3.76,0.195,0.328,2404,98.058,inactive
e588,33,2.46,6.05,6.74,0.353,4.007,0.117,0.157,44817,255.397,inactive
e589,46,0.133,0.018,7.809,0.377,3.847,0.082,0.152,215686,283.849,binder
e590,21,2.095,4.389,5.532,0.352,3.861,0.146,0.207,18816,224.065,inactive
e591,17,1.589,2.526,5.446,0.293,3.606,0.15,0.356,3330,123.739,inactive
e592,14,0.824,0.679,6.446,0.37,3.862,0.191,0.272,7907,184.301,inactive
e594,38,6.655,44.294,8.418,0.326,3.899,0.127,0.231,25969,222.241,inactive
e595,21,-4.817,23.207,5.517,0.384,3.79,0.091,0.185,50748,239.152,inactive
e596,23,1.551,2.407,5.54,0.345,3.861,0.146,0.211,18632,225.379,inactive
e597,28,2.83,8.008,6.35,0.368,3.946,0.13,0.16,55889,245.394,inactive
e598,16,2.554,6.523,5.922,0.346,3.876,0.199,0.299,2260,118.814,inactive
e600,19,3.393,11.513,5.531,0.326,3.88,0.158,0.225,6025,152.755,inactive
e601,19,1.358,1.844,5.676,0.306,3.66,0.147,0.273,5218,123.908,inactive
e603,18,0.502,0.252,5.554,0.364,3.873,0.171,0.23,10176,173.961,inactive
e604,16,1.306,1.706,5.663,0.294,3.66,0.165,0.27,4562,117.969,inactive
e606,15,-4.747,22.537,5.03,0.384,3.762,0.11,0.247,16847,197.004,inactive
e607,14,3.609,13.025,5.734,0.338,4.006,0.173,0.26,4306,129.883,inactive
e608,27,2.591,6.714,6.234,0.356,3.777,0.15,0.226,16425,135.591,inactive
e609,14,0.86,0.739,6.405,0.306,3.871,0.188,0.294,5347,170.784,inactive
e610,23,2.904,8.436,4.732,0.345,3.643,0.206,0.377,2050,89.852,inactive
e611,11,0.497,0.247,6.1,0.371,4.106,0.199,0.274,6905,197.04,inactive
e613,23,1.654,2.735,6.438,0.344,3.99,0.122,0.168,41683,256.757,inactive
e614,18,5.249,27.556,6.309,0.323,4.006,0.173,0.23,5383,194.365,inactive
e615,16,2.094,4.384,5.876,0.336,3.713,0.165,0.253,4783,115.021,inactive
e616,20,1.355,1.835,5.086,0.302,3.683,0.161,0.395,2651,121.206,inactive
e617,21,1.399,1.956,7.476,0.362,3.801,0.125,0.184,23248,171.7,inactive
e618,14,2.772,7.681,5.739,0.32,3.661,0.161,0.423,3416,140.222,inactive
e619,27,4.831,23.334,6.845,0.319,3.849,0.132,0.204,7590,111.748,inactive
e620,20,2.408,5.796,7.443,0.334,3.881,0.132,0.227,13745,160.704,inactive
e622,23,1.43,2.046,6.881,0.36,3.694,0.151,0.274,8930,138.58,inactive
e623,13,1.697,2.881,5.094,0.333,4.068,0.247,0.397,1993,186.655,inactive
e624,17,0.213,0.046,6.221,0.345,10.692,0.12,0.436,6366,620.527,inactive
e625,14,1.961,3.845,7.512,0.349,4.057,0.214,0.263,6490,141.994,inactive
e626,17,2.049,4.198,6.881,0.36,3.693,0.151,0.274,8930,140.744,inactive
e627,14,0.595,0.354,4.595,0.341,3.731,0.215,0.319,3675,138.246,inactive
e628,10,0.793,0.628,4.47,0.276,3.856,0.202,0.301,2326,148.257,inactive
e629,7,-0.044,0.002,5.832,0.351,4.218,0.152,0.29,5123,235.285,inactive
e630,13,1.759,3.093,6.183,0.29,3.771,0.193,0.267,2190,89.953,inactive
e632,24,1.976,3.903,5.615,0.34,3.859,0.107,0.182,18224,196.027,inactive
e634,17,1.399,1.956,7.283,0.349,3.755,0.125,0.195,13217,162.673,inactive
e635,15,1.032,1.064,5.775,0.298,3.625,0.145,0.399,3882,147.161,inactive
e636,28,1.146,1.314,7.349,0.366,3.713,0.132,0.242,24502,166.816,inactive
e637,28,2.578,6.648,6.315,0.308,3.839,0.125,0.211,8131,161.322,inactive
e638,21,2.758,7.605,5.621,0.337,3.862,0.129,0.201,10796,157.775,inactive
e639,16,2.19,4.795,5.307,0.345,3.656,0.186,0.309,4607,91.523,inactive
e640,27,2.292,5.253,5.284,0.341,3.845,0.124,0.223,11435,169.644,inactive
e641,19,-0.504,0.254,6.277,0.351,10.692,0.117,0.45,6741,625.524,inactive
e642,16,3.607,13.013,6.315,0.313,3.855,0.157,0.283,5264,155.388,inactive
e643,25,1.671,2.791,6.994,0.343,3.739,0.141,0.236,11660,150.913,inactive
e644,20,0.725,0.526,5.533,0.369,3.837,0.166,0.249,11693,185.133,inactive
e645,24,1.789,3.199,7.007,0.367,3.718,0.141,0.278,11039,154.743,inactive
e647,9,-0.03,0.001,5.723,0.351,4.684,0.268,0.382,3300,224.685,inactive
e648,10,-0.965,0.93,6.05,0.33,4.681,0.199,0.339,5446,245.868,inactive
e649,54,1.317,1.735,5.775,0.342,3.823,0.071,0.209,78408,352.337,inactive
e650,32,3.604,12.988,6.889,0.333,3.757,0.127,0.219,9434,149.492,inactive
e651,31,2.473,6.117,5.99,0.349,3.718,0.165,0.342,3286,131.71,inactive
e652,41,2.857,8.162,7.238,0.418,3.808,0.142,0.244,79223,165.813,inactive
e653,2,-0.34,0.115,0,0.288,3.257,0.342,0.549,168,37.802,inactive
e654,17,1.611,2.597,6.358,0.334,4.134,0.125,0.167,36874,275.582,inactive
e655,13,1.845,3.404,3.823,0.364,3.722,0.264,0.409,1237,102.44,inactive
e656,10,1.704,2.903,4.343,0.334,3.556,0.265,0.476,742,71.295,inactive
e657,32,0.366,0.134,5.037,0.366,3.75,0.162,0.329,2896,119.544,inactive
e660,19,1.573,2.474,5.213,0.354,3.832,0.183,0.227,9547,183.719,inactive
e663,19,-1.276,1.627,6.508,0.393,3.688,0.154,0.304,11469,149.472,inactive
e664,23,2.713,7.359,6.794,0.373,4.055,0.155,0.203,24913,228.294,inactive
e665,64,4.415,19.489,6.532,0.362,3.835,0.102,0.23,62762,223.167,inactive
e666,39,0.622,0.387,7.15,0.35,3.899,0.087,0.165,86261,271.07,inactive
e667,13,3.264,10.657,6.067,0.326,3.679,0.157,0.275,2620,95.565,inactive
e669,27,0.257,0.066,5.443,0.344,3.859,0.154,0.287,4074,125.044,inactive
e670,22,4.841,23.431,4.735,0.301,3.826,0.129,0.225,3308,98.082,inactive
e671,16,1.056,1.115,5.87,0.332,3.936,0.229,0.339,3352,157.176,inactive
e674,14,3.988,15.9,6.278,0.351,3.855,0.181,0.336,3110,133.521,inactive
e675,24,3.454,11.929,7.458,0.341,3.886,0.118,0.227,12168,151.479,inactive
e676,36,3.635,13.211,6.47,0.378,3.669,0.169,0.285,14556,120.96,inactive
e677,30,2.604,6.781,7.237,0.365,4.047,0.155,0.208,27815,209.054,inactive
e678,13,1.401,1.963,4.321,0.329,3.605,0.196,0.44,1129,88.365,inactive
e679,76,4.938,24.384,6.773,0.381,3.879,0.094,0.183,166629,259.492,inactive
e680,51,1.925,3.705,5.911,0.387,3.862,0.079,0.154,165751,302.419,binder
e681,18,0.74,0.548,5.716,0.327,3.997,0.154,0.209,14196,210.368,inactive
e683,20,2.758,7.605,6.993,0.345,3.612,0.211,0.328,2699,93.307,inactive
e684,16,2.536,6.432,6.196,0.347,3.966,0.18,0.242,9539,191.076,inactive
e685,33,2.031,4.125,7.232,0.369,3.866,0.131,0.209,50249,157,inactive
e686,19,1.884,3.549,6.289,0.359,3.981,0.136,0.18,25062,235.406,inactive
e687,8,0.793,0.629,0,0.322,3.45,0.272,0.503,482,61.234,inactive
e688,22,0.527,0.278,5.862,0.362,3.886,0.141,0.195,17613,230.794,inactive
e689,13,2.495,6.226,4.263,0.34,3.621,0.268,0.373,1624,82.733,binder
e690,26,0.157,0.025,6.777,0.347,4.113,0.135,0.178,36880,276.322,inactive
e691,6,0.652,0.425,2.784,0.277,3.372,0.272,0.451,330,44.775,inactive
e692,16,0.996,0.992,6.157,0.356,3.988,0.149,0.227,15852,246.924,inactive
e693,14,2.435,5.928,4.785,0.284,3.633,0.161,0.293,3096,118.34,inactive
e694,16,0.218,0.047,5.934,0.339,4.1,0.144,0.224,14795,229.163,inactive
e695,23,1.328,1.763,6.471,0.368,3.941,0.115,0.189,32401,252.636,inactive
e696,27,1.319,1.739,7.615,0.362,3.902,0.105,0.147,68523,205.907,inactive
e697,23,1.11,1.232,5.09,0.321,3.817,0.132,0.277,5775,154.566,inactive
e699,21,-2.771,7.676,6.099,0.354,4.109,0.132,0.189,23201,243.738,inactive
e700,72,5.062,25.628,6.657,0.41,3.874,0.111,0.215,99722,218.636,inactive
e701,22,0.342,0.117,7.974,0.391,3.712,0.155,0.287,22345,151.479,inactive
e702,27,0.395,0.156,6.246,0.409,3.736,0.178,0.291,28432,173.472,inactive
e703,31,1.931,3.729,6.799,0.37,3.641,0.169,0.287,17777,132.938,inactive
e706,37,2.733,7.47,7.503,0.372,4.161,0.116,0.178,62909,256.832,inactive
e707,4,-1.678,2.817,0,0.335,3.222,0.385,0.547,320,55.19,inactive
e708,29,3.509,12.311,7.235,0.35,3.877,0.164,0.253,20236,141.737,inactive
e710,8,1.807,3.264,0,0.324,3.41,0.327,0.494,397,54.207,inactive
e714,9,2.386,5.694,3.841,0.261,3.528,0.3,0.39,522,56.428,inactive
e715,10,-0.81,0.655,1.946,0.353,3.447,0.228,0.489,911,80.165,inactive
e716,29,2.135,4.56,7.048,0.348,3.753,0.131,0.22,15088,161.606,inactive
e718,21,2.223,4.941,6.865,0.365,3.585,0.181,0.328,7521,119.11,inactive
e719,15,0.741,0.549,4.827,0.317,3.655,0.175,0.288,2298,90.039,inactive
e720,7,1.331,1.77,3.841,0.282,3.557,0.257,0.386,728,70.363,inactive
e722,8,0.019,0,6.589,0.319,4.154,0.274,0.344,2242,160.453,binder
e723,3,-0.378,0.143,0,0.285,3.382,0.412,0.7,141,46.001,inactive
e724,29,-0.556,0.31,4.954,0.358,3.753,0.166,0.301,3534,135.078,inactive
e725,45,5.127,26.29,7.267,0.354,3.96,0.075,0.091,328968,331.664,inactive
e727,25,-1.194,1.426,6.771,0.33,3.946,0.098,0.183,24786,202.096,inactive
e728,11,1.315,1.729,5.183,0.313,3.831,0.199,0.257,2157,93.496,inactive
e729,19,3.164,10.009,3.913,0.333,3.621,0.203,0.37,1437,91.949,inactive
e730,19,3.53,12.463,6.02,0.291,3.748,0.16,0.282,3144,94.958,inactive
e731,14,2.272,5.162,7.311,0.331,4.081,0.108,0.204,41430,240.103,inactive
e733,22,1.635,2.674,5.044,0.333,3.813,0.141,0.272,5137,147.311,inactive
e734,39,2.852,8.131,7.325,0.381,3.782,0.144,0.229,64901,171.494,inactive
e735,3,-0.349,0.122,0,0.286,3.456,0.425,0.835,127,58.167,inactive
e737,17,0.982,0.964,5.5,0.364,3.864,0.178,0.237,8925,181.376,inactive
e739,11,1.544,2.385,4.633,0.357,3.731,0.24,0.349,1550,85.392,inactive
e743,30,2.671,7.134,6.86,0.324,3.816,0.151,0.265,15257,189.411,inactive
e744,2,-2.055,4.224,0,0.304,3.344,0.551,1.011,86,61.607,inactive
e745,28,3.362,11.303,5.451,0.337,3.842,0.134,0.216,8507,132.622,inactive
e746,1,-0.357,0.127,0,0.209,3.126,0.579,0.758,52,29.122,inactive
e749,12,0.465,0.216,2.944,0.317,3.423,0.254,0.51,851,82.577,inactive
e4605,3,-3.355,11.259,0,0.195,3.075,0.581,0.97,46,31.215,inactive
e754,9,0.531,0.282,4.407,0.358,3.628,0.253,0.456,972,89.05,inactive
e755,19,3.909,15.277,5.985,0.291,3.849,0.177,0.239,5527,139.966,inactive
e757,22,2.085,4.347,7.496,0.356,3.591,0.188,0.318,7451,115.605,inactive
e1598,0,0.026,0.001,0,0.2,2.745,0.867,1.106,18,20.428,inactive
e763,4,0.297,0.088,3.258,0.284,3.653,0.253,0.581,563,83.263,inactive
e764,9,1.149,1.321,2.708,0.307,3.426,0.282,0.401,1043,70.613,inactive
e766,24,2.546,6.483,7.106,0.365,3.634,0.179,0.302,11120,104.468,inactive
e768,19,3.768,14.197,6.019,0.295,3.748,0.152,0.262,3656,96.598,inactive
e770,12,1.193,1.423,4.582,0.269,3.604,0.186,0.328,1811,97.636,inactive
e771,19,3.902,15.226,6.916,0.333,3.982,0.145,0.254,9978,206.813,inactive
e772,4,1.296,1.679,0,0.319,3.719,0.337,0.557,230,76.175,inactive
e774,18,2.205,4.862,5.14,0.366,3.871,0.16,0.301,4087,185.978,inactive
e775,24,5.532,30.607,4.832,0.283,3.699,0.119,0.229,6567,136.917,inactive
e776,6,0.024,0.001,0,0.272,3.459,0.302,0.466,502,68.025,inactive
e778,20,1.612,2.6,6.308,0.339,3.637,0.161,0.334,4181,116.529,inactive
e779,33,2.208,4.874,7.066,0.352,3.782,0.113,0.21,34732,177.836,inactive
e780,40,3.531,12.465,6.938,0.336,3.894,0.091,0.126,44563,195.413,inactive
e781,6,-0.758,0.575,2.565,0.272,3.734,0.268,0.459,749,108.871,inactive
e782,21,1.22,1.489,6.265,0.366,3.714,0.177,0.309,6831,128.631,inactive
e783,22,2.06,4.242,6.311,0.375,3.834,0.168,0.271,7779,133.362,inactive
e785,9,1.807,3.266,4.996,0.299,3.693,0.218,0.407,1216,92.132,inactive
e786,22,2.753,7.578,5.82,0.322,3.777,0.182,0.329,2326,103.295,inactive
e788,15,0.755,0.569,5.462,0.357,3.678,0.251,0.378,1699,95.404,inactive
e789,16,1.842,3.394,5.396,0.358,3.851,0.158,0.254,6585,137.775,inactive
e790,16,2.596,6.742,5.045,0.37,3.779,0.161,0.303,4045,152.371,inactive
